DRUG,CYP****,RELATION,SPECIES,DATABASE,REFERENCES,OTHER INTERACTIONS,DRUG INFO
Sulfinpyrazon , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazon , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazon , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazon , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazone , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazone , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Sulfinpyrazone , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Tacrolimus , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tacrolimus , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tacrolimus , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tadalafil , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Talinolol , 3A4,substrate ,,SuperCYP,show reference,show interactions,show drug info
Tamoxifen , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tamoxifen , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Tamoxifen , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tamoxifen , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tamsulosin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tamsulosin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tasosartan , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Telithromycin , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Telithromycin , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Telithromycin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Telithromycin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Telithromycin , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Temazepam , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Temazepam , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Temozolomide , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Teniposide , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Teniposide , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Teniposide , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Terbinafine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Terbinafine , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Terbinafine , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Terbinafine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Terfenadine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Terfenadine , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Terfenadine , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Terfenadine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Terfenadine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Testosterone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Testosterone , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Testosterone , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Testosterone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tetracyclin , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tetracyclin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tetracyclin , 3A4,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Tetracycline , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tetracycline , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tetracycline , 3A4,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Tetramethrin , 3A4,inducer ,,SuperCYP,show reference,show interactions,show drug info
Theophylline , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Theophylline , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Thiamazole , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Thiamazole , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Thiopental , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Thiotepa , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Thiotepa , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tiagabine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tiagabine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tibolone , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Ticlopidine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tinidazole , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tioconazole , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tiotropium bromide , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tirilazad , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tirilazad , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tocopherol (vit E) , 3A4,inducer ,,SuperCYP,show reference,show interactions,show drug info
Tocopherol (vit E) , 3A4,substrate ,,SuperCYP,show reference,show interactions,show drug info
Tofisopam , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tofisopam , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tolterodine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tolterodine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Topiramate , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Topiramate , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Topotecan , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Topotecan , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Toremifene , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Toremifene , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trabectedin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trabectedin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tramadol , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tramadol , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Tramadol , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tranylcypromine , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tranylcypromine , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Trazodone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trazodone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Treosulfan , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Triamcinolone , 3A4,inducer ,,SuperCYP,show reference,show interactions,show drug info
Triazolam , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Triazolam , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trichloroethylene , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trimethadione , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trimethadione , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trimethoprim , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trimethoprim , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trimipramine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trofosfamide , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trofosfamide , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Troglitazone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Troglitazone , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Troglitazone , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Troglitazone , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Troglitazone , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Troleandomycin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Troleandomycin , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Troleandomycin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Troleandomycin , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Tropisetron , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Trospium , 3A4,inhibitor ,,SuperCYP,show reference,show interactions,show drug info
Valdecoxib , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Valdecoxib , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Valproic acid , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Vardenafil , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Venlafaxine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Venlafaxine , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Venlafaxine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Verapamil , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Verapamil , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Verapamil , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Verapamil , 3A4,substrate ,,SuperCYP,show reference,show interactions,show drug info
Verapamil , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Vinblastine , 3A4,inducer ,human ,SuperCYP,show reference,show interactions,show drug info
Vinblastine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Vinblastine , 3A4,inhibitor ,human ,SuperCYP,show reference,show interactions,show drug info
Vinblastine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Vincamin , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Vincamine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
Vincristine , 3A4,substrate ,human ,SuperCYP,show reference,show interactions,show drug info
